threshold,layer,records,max_batch_outliers,target_values,max_batch_outlier_ratio,total_outliers,nonzero_batches,ppl,ppl_err
16.5,20,50,20,524288,3.814697265625e-05,360,50,33.3239,1.02053
16.5,21,50,351,524288,0.0006694793701171875,12528,50,33.3239,1.02053
16.5,22,50,319,524288,0.0006084442138671875,6151,50,33.3239,1.02053
16.5,23,50,1571,524288,0.0029964447021484375,67951,50,33.3239,1.02053
16.5,24,50,7,524288,1.33514404296875e-05,211,50,33.3239,1.02053
16.5,25,50,28,524288,5.340576171875e-05,539,50,33.3239,1.02053
16.5,26,50,9,524288,1.71661376953125e-05,166,50,33.3239,1.02053
16.5,27,50,16,524288,3.0517578125e-05,382,50,33.3239,1.02053
16.5,28,50,14,524288,2.6702880859375e-05,308,47,33.3239,1.02053
16.5,29,50,16,524288,3.0517578125e-05,374,50,33.3239,1.02053
16.5,30,50,1405,524288,0.0026798248291015625,62138,50,33.3239,1.02053
16.5,31,50,12,524288,2.288818359375e-05,260,50,33.3239,1.02053
16.5,32,50,3,524288,5.7220458984375e-06,24,14,33.3239,1.02053
16.5,33,50,7,524288,1.33514404296875e-05,179,50,33.3239,1.02053
16.5,34,50,1252,524288,0.00238800048828125,52117,50,33.3239,1.02053
16.5,35,50,4564,524288,0.00870513916015625,217862,50,33.3239,1.02053
160.0,0,50,1538,524288,0.002933502197265625,69504,50,10.0883,0.27244
160.0,1,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,2,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,3,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,4,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,5,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,6,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,7,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,8,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,9,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,10,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,11,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,12,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,13,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,14,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,15,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,16,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,17,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,18,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,19,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,20,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,21,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,22,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,23,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,24,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,25,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,26,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,27,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,28,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,29,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,30,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,31,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,32,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,33,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,34,50,0,524288,0.0,0,0,10.0883,0.27244
160.0,35,50,0,524288,0.0,0,0,10.0883,0.27244
17.5,0,50,4438,524288,0.008464813232421875,218569,50,25.3647,0.74841
17.5,1,50,3948,524288,0.00753021240234375,195001,50,25.3647,0.74841
17.5,2,50,163,524288,0.0003108978271484375,5190,50,25.3647,0.74841
17.5,3,50,31,524288,5.91278076171875e-05,1122,50,25.3647,0.74841
17.5,4,50,5141,524288,0.009805679321289062,246488,50,25.3647,0.74841
17.5,5,50,4013,524288,0.0076541900634765625,195077,50,25.3647,0.74841
17.5,6,50,2445,524288,0.0046634674072265625,108023,50,25.3647,0.74841
17.5,7,50,14,524288,2.6702880859375e-05,515,50,25.3647,0.74841
17.5,8,50,3593,524288,0.0068531036376953125,178055,50,25.3647,0.74841
17.5,9,50,6,524288,1.1444091796875e-05,211,50,25.3647,0.74841
17.5,10,50,3803,524288,0.0072536468505859375,184095,50,25.3647,0.74841
17.5,11,50,3797,524288,0.0072422027587890625,165693,50,25.3647,0.74841
17.5,12,50,1054,524288,0.002010345458984375,39662,50,25.3647,0.74841
17.5,13,50,11,524288,2.09808349609375e-05,420,50,25.3647,0.74841
17.5,14,50,2122,524288,0.004047393798828125,75972,50,25.3647,0.74841
17.5,15,50,15,524288,2.86102294921875e-05,551,50,25.3647,0.74841
17.5,16,50,34,524288,6.4849853515625e-05,804,50,25.3647,0.74841
17.5,17,50,5,524288,9.5367431640625e-06,213,50,25.3647,0.74841
17.5,18,50,44,524288,8.392333984375e-05,990,50,25.3647,0.74841
17.5,19,50,3,524288,5.7220458984375e-06,110,50,25.3647,0.74841
17.5,20,50,9,524288,1.71661376953125e-05,258,50,25.3647,0.74841
17.5,21,50,141,524288,0.0002689361572265625,4068,50,25.3647,0.74841
17.5,22,50,123,524288,0.0002346038818359375,2450,50,25.3647,0.74841
17.5,23,50,1272,524288,0.0024261474609375,51884,50,25.3647,0.74841
17.5,24,50,5,524288,9.5367431640625e-06,173,50,25.3647,0.74841
17.5,25,50,4,524288,7.62939453125e-06,76,50,25.3647,0.74841
17.5,26,50,4,524288,7.62939453125e-06,102,50,25.3647,0.74841
17.5,27,50,5,524288,9.5367431640625e-06,73,50,25.3647,0.74841
17.5,28,50,13,524288,2.47955322265625e-05,168,41,25.3647,0.74841
17.5,29,50,10,524288,1.9073486328125e-05,223,50,25.3647,0.74841
17.5,30,50,960,524288,0.0018310546875,34032,50,25.3647,0.74841
17.5,31,50,5,524288,9.5367431640625e-06,62,33,25.3647,0.74841
17.5,32,50,1,524288,1.9073486328125e-06,1,1,25.3647,0.74841
17.5,33,50,4,524288,7.62939453125e-06,117,50,25.3647,0.74841
17.5,34,50,688,524288,0.001312255859375,23322,50,25.3647,0.74841
17.5,35,50,3988,524288,0.00760650634765625,187016,50,25.3647,0.74841
17.0,0,50,4597,524288,0.008768081665039062,226429,50,27.1359,0.80505
17.0,1,50,3966,524288,0.007564544677734375,196256,50,27.1359,0.80505
17.0,2,50,222,524288,0.000423431396484375,7306,50,27.1359,0.80505
17.0,3,50,35,524288,6.67572021484375e-05,1325,50,27.1359,0.80505
17.0,4,50,5279,524288,0.010068893432617188,253160,50,27.1359,0.80505
17.0,5,50,4032,524288,0.0076904296875,196873,50,27.1359,0.80505
17.0,6,50,2652,524288,0.00505828857421875,120675,50,27.1359,0.80505
17.0,7,50,17,524288,3.24249267578125e-05,604,50,27.1359,0.80505
17.0,8,50,3610,524288,0.006885528564453125,178798,50,27.1359,0.80505
17.0,9,50,7,524288,1.33514404296875e-05,224,50,27.1359,0.80505
17.0,10,50,3884,524288,0.00740814208984375,186715,50,27.1359,0.80505
17.0,11,50,4057,524288,0.0077381134033203125,180111,50,27.1359,0.80505
17.0,12,50,1281,524288,0.0024433135986328125,48149,50,27.1359,0.80505
17.0,13,50,13,524288,2.47955322265625e-05,461,50,27.1359,0.80505
17.0,14,50,2310,524288,0.004405975341796875,90530,50,27.1359,0.80505
17.0,15,50,20,524288,3.814697265625e-05,553,50,27.1359,0.80505
17.0,16,50,55,524288,0.0001049041748046875,1414,50,27.1359,0.80505
17.0,17,50,6,524288,1.1444091796875e-05,216,50,27.1359,0.80505
17.0,18,50,70,524288,0.000133514404296875,1600,50,27.1359,0.80505
17.0,19,50,4,524288,7.62939453125e-06,112,50,27.1359,0.80505
17.0,20,50,14,524288,2.6702880859375e-05,347,50,27.1359,0.80505
17.0,21,50,261,524288,0.0004978179931640625,8871,50,27.1359,0.80505
17.0,22,50,174,524288,0.000331878662109375,4626,50,27.1359,0.80505
17.0,23,50,1413,524288,0.0026950836181640625,59947,50,27.1359,0.80505
17.0,24,50,7,524288,1.33514404296875e-05,171,50,27.1359,0.80505
17.0,25,50,12,524288,2.288818359375e-05,195,50,27.1359,0.80505
17.0,26,50,4,524288,7.62939453125e-06,102,50,27.1359,0.80505
17.0,27,50,9,524288,1.71661376953125e-05,139,50,27.1359,0.80505
17.0,28,50,14,524288,2.6702880859375e-05,219,46,27.1359,0.80505
17.0,29,50,13,524288,2.47955322265625e-05,327,50,27.1359,0.80505
17.0,30,50,1183,524288,0.0022563934326171875,47574,50,27.1359,0.80505
17.0,31,50,8,524288,1.52587890625e-05,141,50,27.1359,0.80505
17.0,32,50,2,524288,3.814697265625e-06,7,5,27.1359,0.80505
17.0,33,50,6,524288,1.1444091796875e-05,168,50,27.1359,0.80505
17.0,34,50,919,524288,0.0017528533935546875,36871,50,27.1359,0.80505
17.0,35,50,4342,524288,0.008281707763671875,203815,50,27.1359,0.80505
176.0,0,50,1162,524288,0.002216339111328125,52191,50,10.1379,0.27665
176.0,1,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,2,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,3,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,4,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,5,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,6,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,7,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,8,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,9,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,10,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,11,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,12,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,13,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,14,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,15,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,16,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,17,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,18,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,19,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,20,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,21,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,22,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,23,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,24,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,25,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,26,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,27,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,28,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,29,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,30,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,31,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,32,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,33,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,34,50,0,524288,0.0,0,0,10.1379,0.27665
176.0,35,50,0,524288,0.0,0,0,10.1379,0.27665
18.5,0,50,4251,524288,0.008108139038085938,210439,50,15.6981,0.42299
18.5,1,50,3892,524288,0.00742340087890625,191647,50,15.6981,0.42299
18.5,2,50,80,524288,0.000152587890625,2628,50,15.6981,0.42299
18.5,3,50,24,524288,4.57763671875e-05,833,50,15.6981,0.42299
18.5,4,50,4941,524288,0.009424209594726562,233521,50,15.6981,0.42299
18.5,5,50,3976,524288,0.0075836181640625,191561,50,15.6981,0.42299
18.5,6,50,1938,524288,0.003696441650390625,80548,50,15.6981,0.42299
18.5,7,50,11,524288,2.09808349609375e-05,386,50,15.6981,0.42299
18.5,8,50,3549,524288,0.0067691802978515625,175486,50,15.6981,0.42299
18.5,9,50,5,524288,9.5367431640625e-06,203,50,15.6981,0.42299
18.5,10,50,3739,524288,0.0071315765380859375,178552,50,15.6981,0.42299
18.5,11,50,3013,524288,0.0057468414306640625,132518,50,15.6981,0.42299
18.5,12,50,590,524288,0.001125335693359375,20934,50,15.6981,0.42299
18.5,13,50,6,524288,1.1444091796875e-05,266,50,15.6981,0.42299
18.5,14,50,908,524288,0.00173187255859375,27819,50,15.6981,0.42299
18.5,15,50,15,524288,2.86102294921875e-05,643,50,15.6981,0.42299
18.5,16,50,23,524288,4.38690185546875e-05,325,50,15.6981,0.42299
18.5,17,50,3,524288,5.7220458984375e-06,109,50,15.6981,0.42299
18.5,18,50,45,524288,8.58306884765625e-05,779,50,15.6981,0.42299
18.5,19,50,2,524288,3.814697265625e-06,59,50,15.6981,0.42299
18.5,20,50,8,524288,1.52587890625e-05,236,50,15.6981,0.42299
18.5,21,50,26,524288,4.9591064453125e-05,490,50,15.6981,0.42299
18.5,22,50,19,524288,3.62396240234375e-05,311,50,15.6981,0.42299
18.5,23,50,887,524288,0.0016918182373046875,31140,50,15.6981,0.42299
18.5,24,50,4,524288,7.62939453125e-06,115,50,15.6981,0.42299
18.5,25,50,1,524288,1.9073486328125e-06,8,8,15.6981,0.42299
18.5,26,50,0,524288,0.0,0,0,15.6981,0.42299
18.5,27,50,1,524288,1.9073486328125e-06,3,3,15.6981,0.42299
18.5,28,50,7,524288,1.33514404296875e-05,69,29,15.6981,0.42299
18.5,29,50,3,524288,5.7220458984375e-06,84,50,15.6981,0.42299
18.5,30,50,486,524288,0.000926971435546875,12040,50,15.6981,0.42299
18.5,31,50,2,524288,3.814697265625e-06,6,5,15.6981,0.42299
18.5,32,50,0,524288,0.0,0,0,15.6981,0.42299
18.5,33,50,2,524288,3.814697265625e-06,53,50,15.6981,0.42299
18.5,34,50,228,524288,0.00043487548828125,7179,50,15.6981,0.42299
18.5,35,50,3353,524288,0.0063953399658203125,151972,50,15.6981,0.42299
19.5,0,50,4157,524288,0.007928848266601562,206773,50,13.4188,0.35865
19.5,1,50,3817,524288,0.0072803497314453125,186976,50,13.4188,0.35865
19.5,2,50,33,524288,6.29425048828125e-05,993,50,13.4188,0.35865
19.5,3,50,22,524288,4.1961669921875e-05,750,50,13.4188,0.35865
19.5,4,50,4545,524288,0.008668899536132812,216076,50,13.4188,0.35865
19.5,5,50,3899,524288,0.0074367523193359375,187738,50,13.4188,0.35865
19.5,6,50,1437,524288,0.0027408599853515625,57275,50,13.4188,0.35865
19.5,7,50,8,524288,1.52587890625e-05,354,50,13.4188,0.35865
19.5,8,50,3487,524288,0.0066509246826171875,172163,50,13.4188,0.35865
19.5,9,50,4,524288,7.62939453125e-06,200,50,13.4188,0.35865
19.5,10,50,3606,524288,0.006877899169921875,172743,50,13.4188,0.35865
19.5,11,50,2413,524288,0.0046024322509765625,105331,50,13.4188,0.35865
19.5,12,50,317,524288,0.0006046295166015625,9953,50,13.4188,0.35865
19.5,13,50,4,524288,7.62939453125e-06,200,50,13.4188,0.35865
19.5,14,50,374,524288,0.000713348388671875,8980,50,13.4188,0.35865
19.5,15,50,12,524288,2.288818359375e-05,486,50,13.4188,0.35865
19.5,16,50,5,524288,9.5367431640625e-06,88,50,13.4188,0.35865
19.5,17,50,2,524288,3.814697265625e-06,62,50,13.4188,0.35865
19.5,18,50,10,524288,1.9073486328125e-05,101,37,13.4188,0.35865
19.5,19,50,2,524288,3.814697265625e-06,65,50,13.4188,0.35865
19.5,20,50,8,524288,1.52587890625e-05,244,50,13.4188,0.35865
19.5,21,50,6,524288,1.1444091796875e-05,122,50,13.4188,0.35865
19.5,22,50,10,524288,1.9073486328125e-05,148,50,13.4188,0.35865
19.5,23,50,427,524288,0.0008144378662109375,14164,50,13.4188,0.35865
19.5,24,50,3,524288,5.7220458984375e-06,115,50,13.4188,0.35865
19.5,25,50,0,524288,0.0,0,0,13.4188,0.35865
19.5,26,50,0,524288,0.0,0,0,13.4188,0.35865
19.5,27,50,0,524288,0.0,0,0,13.4188,0.35865
19.5,28,50,1,524288,1.9073486328125e-06,1,1,13.4188,0.35865
19.5,29,50,3,524288,5.7220458984375e-06,66,50,13.4188,0.35865
19.5,30,50,138,524288,0.000263214111328125,3184,50,13.4188,0.35865
19.5,31,50,0,524288,0.0,0,0,13.4188,0.35865
19.5,32,50,0,524288,0.0,0,0,13.4188,0.35865
19.5,33,50,1,524288,1.9073486328125e-06,50,50,13.4188,0.35865
19.5,34,50,98,524288,0.000186920166015625,2418,50,13.4188,0.35865
19.5,35,50,2769,524288,0.0052814483642578125,118858,50,13.4188,0.35865
19.0,0,50,4194,524288,0.007999420166015625,208185,50,14.5806,0.3911
19.0,1,50,3855,524288,0.0073528289794921875,189187,50,14.5806,0.3911
19.0,2,50,51,524288,9.72747802734375e-05,1597,50,14.5806,0.3911
19.0,3,50,23,524288,4.38690185546875e-05,789,50,14.5806,0.3911
19.0,4,50,4683,524288,0.008932113647460938,224292,50,14.5806,0.3911
19.0,5,50,3935,524288,0.0075054168701171875,189690,50,14.5806,0.3911
19.0,6,50,1696,524288,0.00323486328125,69037,50,14.5806,0.3911
19.0,7,50,9,524288,1.71661376953125e-05,364,50,14.5806,0.3911
19.0,8,50,3527,524288,0.0067272186279296875,174060,50,14.5806,0.3911
19.0,9,50,5,524288,9.5367431640625e-06,202,50,14.5806,0.3911
19.0,10,50,3690,524288,0.007038116455078125,176160,50,14.5806,0.3911
19.0,11,50,2759,524288,0.0052623748779296875,120735,50,14.5806,0.3911
19.0,12,50,446,524288,0.000850677490234375,14827,50,14.5806,0.3911
19.0,13,50,5,524288,9.5367431640625e-06,201,50,14.5806,0.3911
19.0,14,50,476,524288,0.00090789794921875,14279,50,14.5806,0.3911
19.0,15,50,15,524288,2.86102294921875e-05,581,50,14.5806,0.3911
19.0,16,50,10,524288,1.9073486328125e-05,174,50,14.5806,0.3911
19.0,17,50,3,524288,5.7220458984375e-06,108,50,14.5806,0.3911
19.0,18,50,31,524288,5.91278076171875e-05,468,49,14.5806,0.3911
19.0,19,50,2,524288,3.814697265625e-06,60,50,14.5806,0.3911
19.0,20,50,8,524288,1.52587890625e-05,239,50,14.5806,0.3911
19.0,21,50,10,524288,1.9073486328125e-05,238,50,14.5806,0.3911
19.0,22,50,14,524288,2.6702880859375e-05,230,50,14.5806,0.3911
19.0,23,50,670,524288,0.001277923583984375,21630,50,14.5806,0.3911
19.0,24,50,3,524288,5.7220458984375e-06,110,50,14.5806,0.3911
19.0,25,50,0,524288,0.0,0,0,14.5806,0.3911
19.0,26,50,0,524288,0.0,0,0,14.5806,0.3911
19.0,27,50,0,524288,0.0,0,0,14.5806,0.3911
19.0,28,50,2,524288,3.814697265625e-06,15,13,14.5806,0.3911
19.0,29,50,3,524288,5.7220458984375e-06,70,50,14.5806,0.3911
19.0,30,50,310,524288,0.000591278076171875,6845,50,14.5806,0.3911
19.0,31,50,1,524288,1.9073486328125e-06,2,2,14.5806,0.3911
19.0,32,50,0,524288,0.0,0,0,14.5806,0.3911
19.0,33,50,1,524288,1.9073486328125e-06,50,50,14.5806,0.3911
19.0,34,50,182,524288,0.000347137451171875,4270,50,14.5806,0.3911
19.0,35,50,3088,524288,0.005889892578125,136192,50,14.5806,0.3911
20.5,0,50,4117,524288,0.007852554321289062,205335,50,11.8289,0.30877
20.5,1,50,3751,524288,0.0071544647216796875,182465,50,11.8289,0.30877
20.5,2,50,16,524288,3.0517578125e-05,276,49,11.8289,0.30877
20.5,3,50,19,524288,3.62396240234375e-05,640,50,11.8289,0.30877
20.5,4,50,4232,524288,0.0080718994140625,196409,50,11.8289,0.30877
20.5,5,50,3819,524288,0.0072841644287109375,183563,50,11.8289,0.30877
20.5,6,50,1032,524288,0.0019683837890625,38259,50,11.8289,0.30877
20.5,7,50,7,524288,1.33514404296875e-05,350,50,11.8289,0.30877
20.5,8,50,3432,524288,0.0065460205078125,168299,50,11.8289,0.30877
20.5,9,50,4,524288,7.62939453125e-06,200,50,11.8289,0.30877
20.5,10,50,3524,524288,0.00672149658203125,167687,50,11.8289,0.30877
20.5,11,50,2017,524288,0.0038471221923828125,85637,50,11.8289,0.30877
20.5,12,50,257,524288,0.0004901885986328125,5784,50,11.8289,0.30877
20.5,13,50,4,524288,7.62939453125e-06,200,50,11.8289,0.30877
20.5,14,50,126,524288,0.000240325927734375,2719,50,11.8289,0.30877
20.5,15,50,11,524288,2.09808349609375e-05,385,50,11.8289,0.30877
20.5,16,50,4,524288,7.62939453125e-06,58,50,11.8289,0.30877
20.5,17,50,1,524288,1.9073486328125e-06,50,50,11.8289,0.30877
20.5,18,50,9,524288,1.71661376953125e-05,51,25,11.8289,0.30877
20.5,19,50,2,524288,3.814697265625e-06,68,50,11.8289,0.30877
20.5,20,50,7,524288,1.33514404296875e-05,236,50,11.8289,0.30877
20.5,21,50,2,524288,3.814697265625e-06,52,50,11.8289,0.30877
20.5,22,50,12,524288,2.288818359375e-05,92,50,11.8289,0.30877
20.5,23,50,297,524288,0.0005664825439453125,8570,50,11.8289,0.30877
20.5,24,50,2,524288,3.814697265625e-06,68,50,11.8289,0.30877
20.5,25,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,26,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,27,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,28,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,29,50,2,524288,3.814697265625e-06,51,50,11.8289,0.30877
20.5,30,50,34,524288,6.4849853515625e-05,613,47,11.8289,0.30877
20.5,31,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,32,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,33,50,0,524288,0.0,0,0,11.8289,0.30877
20.5,34,50,46,524288,8.7738037109375e-05,531,48,11.8289,0.30877
20.5,35,50,2210,524288,0.004215240478515625,91786,50,11.8289,0.30877
208.0,0,50,149,524288,0.0002841949462890625,4515,50,10.2123,0.27747
208.0,1,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,2,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,3,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,4,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,5,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,6,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,7,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,8,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,9,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,10,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,11,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,12,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,13,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,14,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,15,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,16,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,17,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,18,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,19,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,20,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,21,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,22,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,23,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,24,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,25,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,26,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,27,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,28,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,29,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,30,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,31,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,32,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,33,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,34,50,0,524288,0.0,0,0,10.2123,0.27747
208.0,35,50,0,524288,0.0,0,0,10.2123,0.27747
21.5,0,50,4102,524288,0.007823944091796875,204858,50,10.0799,0.2642
21.5,1,50,3670,524288,0.006999969482421875,176970,50,10.0799,0.2642
21.5,2,50,5,524288,9.5367431640625e-06,58,34,10.0799,0.2642
21.5,3,50,17,524288,3.24249267578125e-05,512,50,10.0799,0.2642
21.5,4,50,3793,524288,0.0072345733642578125,174957,50,10.0799,0.2642
21.5,5,50,3719,524288,0.0070934295654296875,178817,50,10.0799,0.2642
21.5,6,50,686,524288,0.001308441162109375,24196,50,10.0799,0.2642
21.5,7,50,3,524288,5.7220458984375e-06,150,50,10.0799,0.2642
21.5,8,50,3268,524288,0.00623321533203125,159212,50,10.0799,0.2642
21.5,9,50,3,524288,5.7220458984375e-06,150,50,10.0799,0.2642
21.5,10,50,3347,524288,0.0063838958740234375,161350,50,10.0799,0.2642
21.5,11,50,1444,524288,0.00275421142578125,60526,50,10.0799,0.2642
21.5,12,50,153,524288,0.0002918243408203125,3273,50,10.0799,0.2642
21.5,13,50,2,524288,3.814697265625e-06,100,50,10.0799,0.2642
21.5,14,50,20,524288,3.814697265625e-05,360,50,10.0799,0.2642
21.5,15,50,10,524288,1.9073486328125e-05,330,50,10.0799,0.2642
21.5,16,50,5,524288,9.5367431640625e-06,60,50,10.0799,0.2642
21.5,17,50,1,524288,1.9073486328125e-06,50,50,10.0799,0.2642
21.5,18,50,3,524288,5.7220458984375e-06,13,9,10.0799,0.2642
21.5,19,50,2,524288,3.814697265625e-06,68,50,10.0799,0.2642
21.5,20,50,3,524288,5.7220458984375e-06,150,50,10.0799,0.2642
21.5,21,50,2,524288,3.814697265625e-06,52,50,10.0799,0.2642
21.5,22,50,6,524288,1.1444091796875e-05,73,50,10.0799,0.2642
21.5,23,50,170,524288,0.000324249267578125,3784,50,10.0799,0.2642
21.5,24,50,2,524288,3.814697265625e-06,68,50,10.0799,0.2642
21.5,25,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,26,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,27,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,28,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,29,50,1,524288,1.9073486328125e-06,50,50,10.0799,0.2642
21.5,30,50,4,524288,7.62939453125e-06,31,22,10.0799,0.2642
21.5,31,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,32,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,33,50,0,524288,0.0,0,0,10.0799,0.2642
21.5,34,50,8,524288,1.52587890625e-05,59,28,10.0799,0.2642
21.5,35,50,1530,524288,0.002918243408203125,62242,50,10.0799,0.2642
21.0,0,50,4105,524288,0.007829666137695312,205027,50,11.3295,0.29648
21.0,1,50,3703,524288,0.0070629119873046875,179400,50,11.3295,0.29648
21.0,2,50,9,524288,1.71661376953125e-05,132,45,11.3295,0.29648
21.0,3,50,19,524288,3.62396240234375e-05,587,50,11.3295,0.29648
21.0,4,50,3985,524288,0.0076007843017578125,186050,50,11.3295,0.29648
21.0,5,50,3778,524288,0.007205963134765625,181205,50,11.3295,0.29648
21.0,6,50,846,524288,0.001613616943359375,30415,50,11.3295,0.29648
21.0,7,50,6,524288,1.1444091796875e-05,300,50,11.3295,0.29648
21.0,8,50,3318,524288,0.006328582763671875,162076,50,11.3295,0.29648
21.0,9,50,4,524288,7.62939453125e-06,151,50,11.3295,0.29648
21.0,10,50,3396,524288,0.00647735595703125,161907,50,11.3295,0.29648
21.0,11,50,1635,524288,0.0031185150146484375,68694,50,11.3295,0.29648
21.0,12,50,147,524288,0.0002803802490234375,3171,50,11.3295,0.29648
21.0,13,50,3,524288,5.7220458984375e-06,150,50,11.3295,0.29648
21.0,14,50,46,524288,8.7738037109375e-05,809,50,11.3295,0.29648
